persona_id,article_id,price_sig,prices_json,draw_id,response,ts,image_path
P013,309864002,f27a748afbfd728dd9826ccc8f98a594,"[5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99]",0,"{""prices"": [5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99], ""p_buy"": [0.72, 0.68, 0.66, 0.62, 0.61, 0.60, 0.56, 0.54, 0.48, 0.44], ""reason"": ""I pay about $20 for trousers; these kid jeans are a bargain so I’d likely buy for family at low prices, with interest dropping as it nears $10.""}",1779894711,images/309864002.jpg
P014,309864002,f27a748afbfd728dd9826ccc8f98a594,"[5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99]",0,"{""prices"": [5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99], ""p_buy"": [0.65, 0.60, 0.58, 0.54, 0.53, 0.52, 0.50, 0.48, 0.44, 0.40], ""reason"": ""Prefer trousers; price is well below my usual spend so fairly likely to buy; lower prices increase likelihood.""}",1779894713,images/309864002.jpg
P018,309864002,f27a748afbfd728dd9826ccc8f98a594,"[5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99]",0,"{""prices"":[5.99,7.64,7.99,8.49,8.56,8.66,8.85,8.99,9.52,9.99],""p_buy"":[0.78,0.75,0.73,0.70,0.69,0.68,0.66,0.64,0.60,0.56],""reason"":""Cheap price appeals for buying trousers for family; might worry about quality/fit, so interest falls as price increases.""}",1779894713,images/309864002.jpg
P021,309864002,f27a748afbfd728dd9826ccc8f98a594,"[5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99]",0,"{""prices"": [5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99], ""p_buy"": [0.22, 0.20, 0.19, 0.17, 0.17, 0.16, 0.15, 0.14, 0.13, 0.12], ""reason"": ""I mainly buy dresses and usually pay ~$20; low-priced kids trousers would only attract me for children/gifts, so purchase likelihood is modest and decreases with price.""}",1779894715,images/309864002.jpg
P022,309864002,f27a748afbfd728dd9826ccc8f98a594,"[5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99]",0,"{""prices"": [5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99], ""p_buy"": [0.12, 0.10, 0.10, 0.09, 0.09, 0.08, 0.07, 0.06, 0.05, 0.04], ""reason"": ""Older adult who mainly buys dresses; unlikely to buy kids' skinny trousers. Might purchase as a cheap gift, probability falls as price increases.""}",1779894715,images/309864002.jpg
P019,309864002,f27a748afbfd728dd9826ccc8f98a594,"[5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99]",0,"{""prices"": [5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99], ""p_buy"": [0.30, 0.28, 0.26, 0.22, 0.20, 0.19, 0.17, 0.15, 0.12, 0.10], ""reason"": ""Mostly buy dresses and rarely trousers; price is low so I'd consider for children but only if needed.""}",1779894716,images/309864002.jpg
P017,309864002,f27a748afbfd728dd9826ccc8f98a594,"[5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99]",0,"{""prices"": [5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99], ""p_buy"": [0.65, 0.60, 0.58, 0.55, 0.54, 0.53, 0.50, 0.48, 0.40, 0.35], ""reason"": ""Usually buy T-shirts; jeans less frequent. Prices below my typical 9.43–11.99 range increase likelihood; lower prices raise the chance of purchase.""}",1779894717,images/309864002.jpg
P020,309864002,f27a748afbfd728dd9826ccc8f98a594,"[5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99]",0,"{""prices"": [5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99], ""p_buy"": [0.18, 0.15, 0.14, 0.12, 0.12, 0.11, 0.11, 0.10, 0.09, 0.08], ""reason"": ""Mostly buy T‑shirts and shop around $8–$11. Low prices (≤$8) boost chance; mid $8s acceptable; near $10 slightly less likely.""}",1779894717,images/309864002.jpg
P023,309864002,f27a748afbfd728dd9826ccc8f98a594,"[5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99]",0,"{""prices"": [5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99], ""p_buy"": [0.82, 0.78, 0.76, 0.72, 0.71, 0.70, 0.68, 0.66, 0.60, 0.55], ""reason"": ""Prices are well below my usual trousers spend, very attractive. I shop trousers occasionally, so lower prices make purchase likely.""}",1779894718,images/309864002.jpg
P026,309864002,f27a748afbfd728dd9826ccc8f98a594,"[5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99]",0,"{""prices"":[5.99,7.64,7.99,8.49,8.56,8.66,8.85,8.99,9.52,9.99],""p_buy"":[0.92,0.89,0.88,0.86,0.85,0.84,0.82,0.80,0.75,0.70],""reason"":""Price-sensitive trouser buyer; these offers are well below my usual spend, so likelihood is high and gently decreases as price rises.""}",1779894719,images/309864002.jpg
P024,309864002,f27a748afbfd728dd9826ccc8f98a594,"[5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99]",0,"{""prices"":[5.99,7.64,7.99,8.49,8.56,8.66,8.85,8.99,9.52,9.99],""p_buy"":[0.92,0.88,0.86,0.82,0.80,0.79,0.76,0.74,0.68,0.62],""reason"":""I buy trousers often and value low prices; these are a strong bargain compared to my usual $14–16 range.""}",1779894719,images/309864002.jpg
P025,309864002,f27a748afbfd728dd9826ccc8f98a594,"[5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99]",0,"{""prices"": [5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99], ""p_buy"": [0.55, 0.50, 0.48, 0.44, 0.42, 0.40, 0.37, 0.35, 0.28, 0.25], ""reason"": ""Cheap price increases appeal for versatile black skinnies, but I rarely buy trousers and expect higher quality — probability falls as price rises.""}",1779894719,images/309864002.jpg
P016,309864002,f27a748afbfd728dd9826ccc8f98a594,"[5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99]",0,"{""prices"": [5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99], ""p_buy"": [0.14, 0.11, 0.10, 0.09, 0.089, 0.087, 0.083, 0.08, 0.06, 0.05], ""reason"": ""Low monthly purchase rate and T‑shirt preference; price-sensitive around $8–10. Cheap (≤$8) raises chance; adult prefers tops, kids' jeans lowers likelihood.""}",1779894720,images/309864002.jpg
P015,309864002,f27a748afbfd728dd9826ccc8f98a594,"[5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99]",0,"{""prices"": [5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99], ""p_buy"": [0.50, 0.45, 0.44, 0.40, 0.39, 0.38, 0.36, 0.34, 0.28, 0.25], ""reason"": ""Very cheap vs my usual $20+, but listing seems kid sizes. Would buy only at low prices if it fits me or a younger family member.""}",1779894722,images/309864002.jpg
P028,309864002,f27a748afbfd728dd9826ccc8f98a594,"[5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99]",0,"{""prices"":[5.99,7.64,7.99,8.49,8.56,8.66,8.85,8.99,9.52,9.99],""p_buy"":[0.22,0.18,0.17,0.15,0.15,0.14,0.13,0.12,0.09,0.07],""reason"":""I mostly buy sweaters and pay ~$19–23. Cheap kids' skinny jeans seem low quality; only attractive at the very lowest prices.""}",1779894723,images/309864002.jpg
P032,309864002,f27a748afbfd728dd9826ccc8f98a594,"[5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99]",0,"{""prices"": [5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99], ""p_buy"": [0.25, 0.20, 0.18, 0.15, 0.14, 0.13, 0.12, 0.11, 0.09, 0.08], ""reason"": ""Rare buyer who prefers bikini tops; might pick up inexpensive black skinny jeans at a low price, but interest falls as price rises.""}",1779894725,images/309864002.jpg
P030,309864002,f27a748afbfd728dd9826ccc8f98a594,"[5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99]",0,"{""prices"":[5.99,7.64,7.99,8.49,8.56,8.66,8.85,8.99,9.52,9.99],""p_buy"":[0.42,0.40,0.39,0.37,0.37,0.36,0.35,0.34,0.31,0.29],""reason"":""Older, infrequent shopper who mostly buys trousers; price is well below typical spend so somewhat likely despite kids' sizing; small price differences slightly reduce probability.""}",1779894726,images/309864002.jpg
P033,309864002,f27a748afbfd728dd9826ccc8f98a594,"[5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99]",0,"{""prices"": [5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99], ""p_buy"": [0.90, 0.86, 0.85, 0.83, 0.82, 0.81, 0.79, 0.77, 0.72, 0.68], ""reason"": ""Prices are well below my usual $14–16 spend on trousers; very attractive deal, so purchase likelihood is high and rises as price drops.""}",1779894727,images/309864002.jpg
P031,309864002,f27a748afbfd728dd9826ccc8f98a594,"[5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99]",0,"{""prices"": [5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99], ""p_buy"": [0.55, 0.48, 0.46, 0.42, 0.41, 0.40, 0.38, 0.37, 0.30, 0.25], ""reason"": ""I buy trousers rarely, but these prices are much lower than my usual ~$15, so I'd be tempted—lower prices noticeably increase my likelihood to buy.""}",1779894728,images/309864002.jpg
P035,309864002,f27a748afbfd728dd9826ccc8f98a594,"[5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99]",0,"{""prices"": [5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99], ""p_buy"": [0.45, 0.38, 0.35, 0.32, 0.31, 0.30, 0.28, 0.27, 0.22, 0.20], ""reason"": ""Price-sensitive 16–24 shopper who mostly buys bikini tops; rarely purchases trousers so only likely to buy at lower prices.""}",1779894729,images/309864002.jpg
P038,309864002,f27a748afbfd728dd9826ccc8f98a594,"[5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99]",0,"{""prices"": [5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99], ""p_buy"": [0.22, 0.18, 0.17, 0.15, 0.15, 0.14, 0.13, 0.12, 0.10, 0.09], ""reason"": ""Infrequent buyer who prefers dresses; very low prices raise impulse interest for kids' jeans but modest due to fit/quality concerns and usual price expectations.""}",1779894731,images/309864002.jpg
P037,309864002,f27a748afbfd728dd9826ccc8f98a594,"[5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99]",0,"{""prices"": [5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99], ""p_buy"": [0.78, 0.74, 0.71, 0.66, 0.65, 0.63, 0.60, 0.58, 0.54, 0.50], ""reason"": ""I buy trousers often and these prices are well below my usual $19–22; very likely to purchase, with probability falling as price increases.""}",1779894733,images/309864002.jpg
P034,309864002,f27a748afbfd728dd9826ccc8f98a594,"[5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99]",0,"{""prices"": [5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99], ""p_buy"": [0.70, 0.62, 0.60, 0.55, 0.54, 0.52, 0.48, 0.45, 0.35, 0.30], ""reason"": ""Mostly buy sweaters, but black skinny jeans are staple; these prices are strong bargains (below my usual $14–$16), so likelier to purchase at lower prices.""}",1779894734,images/309864002.jpg
P039,309864002,f27a748afbfd728dd9826ccc8f98a594,"[5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99]",0,"{""prices"":[5.99,7.64,7.99,8.49,8.56,8.66,8.85,8.99,9.52,9.99],""p_buy"":[0.18,0.15,0.14,0.12,0.11,0.105,0.10,0.095,0.07,0.05],""reason"":""Rare buyer of trousers who mainly purchases dresses; low interest unless deeply discounted, so only likely at the lowest prices.""}",1779894734,images/309864002.jpg
P041,309864002,f27a748afbfd728dd9826ccc8f98a594,"[5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99]",0,"{""prices"":[5.99,7.64,7.99,8.49,8.56,8.66,8.85,8.99,9.52,9.99],""p_buy"":[0.72,0.69,0.67,0.64,0.63,0.62,0.61,0.60,0.57,0.55],""reason"":""Prices well below my usual $14–16 range so attractive; trousers less preferred than sweaters, so moderate likelihood that decreases as price rises.""}",1779894736,images/309864002.jpg
P036,309864002,f27a748afbfd728dd9826ccc8f98a594,"[5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99]",0,"{""prices"": [5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99], ""p_buy"": [0.14, 0.12, 0.11, 0.10, 0.095, 0.09, 0.08, 0.07, 0.05, 0.04], ""reason"": ""Mainly buy bikini tops, not trousers. Price-sensitive—very low prices might prompt a one-off purchase, but overall interest is low.""}",1779894736,images/309864002.jpg
P043,309864002,f27a748afbfd728dd9826ccc8f98a594,"[5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99]",0,"{""prices"": [5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99], ""p_buy"": [0.92, 0.88, 0.87, 0.85, 0.84, 0.83, 0.81, 0.80, 0.75, 0.70], ""reason"": ""Price well below my usual spend for trousers; likely purchase as value buy for kids or extras. Slight drop at higher prices but still attractive.""}",1779894736,images/309864002.jpg
P042,309864002,f27a748afbfd728dd9826ccc8f98a594,"[5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99]",0,"{""prices"":[5.99,7.64,7.99,8.49,8.56,8.66,8.85,8.99,9.52,9.99],""p_buy"":[0.55,0.47,0.45,0.38,0.36,0.34,0.30,0.28,0.25,0.22],""reason"":""I rarely buy trousers and prefer sweaters; cheap black skinny jeans are appealing, so likelihood is moderate and falls as price rises.""}",1779894737,images/309864002.jpg
P029,309864002,f27a748afbfd728dd9826ccc8f98a594,"[5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99]",0,"{""prices"": [5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99], ""p_buy"": [0.30, 0.24, 0.22, 0.20, 0.19, 0.18, 0.16, 0.15, 0.13, 0.11], ""reason"": ""Not my usual category (I buy mainly T-shirts), but prices are well below my typical spend, so low-to-moderate interest increasing as price falls.""}",1779894738,images/309864002.jpg
P040,309864002,f27a748afbfd728dd9826ccc8f98a594,"[5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99]",0,"{""prices"": [5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99], ""p_buy"": [0.60, 0.57, 0.55, 0.52, 0.51, 0.50, 0.47, 0.46, 0.40, 0.35], ""reason"": ""Very low prices make me likely to buy skinny black jeans, but I shop infrequently; probability decreases as price rises.""}",1779894739,images/309864002.jpg
P045,309864002,f27a748afbfd728dd9826ccc8f98a594,"[5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99]",0,"{""prices"": [5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99], ""p_buy"": [0.40, 0.34, 0.33, 0.30, 0.29, 0.28, 0.26, 0.25, 0.20, 0.18], ""reason"": ""Cheap price helps, but looks like kids' sizing and I usually buy dresses; only moderate interest even at lowest prices.""}",1779894740,images/309864002.jpg
P046,309864002,f27a748afbfd728dd9826ccc8f98a594,"[5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99]",0,"{""prices"":[5.99,7.64,7.99,8.49,8.56,8.66,8.85,8.99,9.52,9.99],""p_buy"":[0.90,0.86,0.84,0.80,0.78,0.76,0.72,0.70,0.62,0.58],""reason"":""Mostly buy trousers and price-sensitive; low kids’ jeans are attractive, so purchase probability high and slowly falls as price increases.""}",1779894740,images/309864002.jpg
P044,309864002,f27a748afbfd728dd9826ccc8f98a594,"[5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99]",0,"{""prices"":[5.99,7.64,7.99,8.49,8.56,8.66,8.85,8.99,9.52,9.99],""p_buy"":[0.72,0.66,0.64,0.61,0.60,0.59,0.57,0.55,0.48,0.42],""reason"":""Usually buy dresses and pay about $15; these cheap kids' skinny jeans look like a bargain, but trousers interest is lower than my usual purchases.""}",1779894742,images/309864002.jpg
P047,309864002,f27a748afbfd728dd9826ccc8f98a594,"[5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99]",0,"{""prices"": [5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99], ""p_buy"": [0.30, 0.27, 0.26, 0.24, 0.24, 0.23, 0.22, 0.21, 0.19, 0.18], ""reason"": ""Low frequency sweater buyer; cheap kids skinny jeans are attractive at low prices, so likelihood falls as price increases.""}",1779894743,images/309864002.jpg
P050,309864002,f27a748afbfd728dd9826ccc8f98a594,"[5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99]",0,"{""prices"": [5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99], ""p_buy"": [0.25, 0.20, 0.18, 0.15, 0.14, 0.13, 0.12, 0.11, 0.08, 0.06], ""reason"": ""I rarely buy trousers and prefer sweaters; I’m price-sensitive, okay with ~$9–12 but far more likely to buy at lower prices, so probability falls as price rises.""}",1779894746,images/309864002.jpg
P049,309864002,f27a748afbfd728dd9826ccc8f98a594,"[5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99]",0,"{""prices"":[5.99,7.64,7.99,8.49,8.56,8.66,8.85,8.99,9.52,9.99],""p_buy"":[0.08,0.09,0.10,0.12,0.13,0.13,0.14,0.15,0.14,0.13],""reason"":""Low overall interest in trousers; likely to buy only near my usual H&M spend (~$9–$12) or on deeper discounts.""}",1779894748,images/309864002.jpg
P048,309864002,f27a748afbfd728dd9826ccc8f98a594,"[5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99]",0,"{""prices"": [5.99, 7.64, 7.99, 8.49, 8.56, 8.66, 8.85, 8.99, 9.52, 9.99], ""p_buy"": [0.65, 0.60, 0.58, 0.56, 0.55, 0.54, 0.52, 0.50, 0.46, 0.43], ""reason"": ""Price-sensitive shopper used to paying ~$10–12 who mainly buys dresses; moderate interest in black skinny jeans, more likely at lower prices and less near $10.""}",1779894749,images/309864002.jpg
P004,397068015,16b6dc964d4b0f8f06e1d424134b7193,"[10.39, 11.69, 12.06, 12.99, 15.99, 16.99, 17.99, 18.39, 18.56, 19.99]",0,"{""prices"": [10.39, 11.69, 12.06, 12.99, 15.99, 16.99, 17.99, 18.39, 18.56, 19.99], ""p_buy"": [0.68, 0.64, 0.62, 0.58, 0.48, 0.40, 0.32, 0.28, 0.26, 0.18], ""reason"": ""I usually pay $14–$16 and buy dresses more; I'd buy these jeans mainly on discount, so likelihood falls as price rises above my typical range.""}",1779894750,images/397068015.jpg
P003,397068015,16b6dc964d4b0f8f06e1d424134b7193,"[10.39, 11.69, 12.06, 12.99, 15.99, 16.99, 17.99, 18.39, 18.56, 19.99]",0,"{""prices"": [10.39, 11.69, 12.06, 12.99, 15.99, 16.99, 17.99, 18.39, 18.56, 19.99], ""p_buy"": [0.90, 0.88, 0.86, 0.82, 0.70, 0.65, 0.55, 0.50, 0.48, 0.40], ""reason"": ""Mostly buy dresses; jeans only if good fit. High purchase likelihood at deep discounts; probability drops as price nears my usual $19–23 paid range.""}",1779894750,images/397068015.jpg
P001,397068015,16b6dc964d4b0f8f06e1d424134b7193,"[10.39, 11.69, 12.06, 12.99, 15.99, 16.99, 17.99, 18.39, 18.56, 19.99]",0,"{""prices"": [10.39, 11.69, 12.06, 12.99, 15.99, 16.99, 17.99, 18.39, 18.56, 19.99], ""p_buy"": [0.90, 0.88, 0.86, 0.83, 0.75, 0.70, 0.67, 0.66, 0.65, 0.64], ""reason"": ""I buy trousers often and usually pay ~$19–23; lower prices increase likelihood to buy, so probability falls as price rises.""}",1779894751,images/397068015.jpg
